cohort_name,AUC,AUC_train,AUPRC,decision_threshold,acc_thr,accuracy_train,precision_train,recall_train,f1_train,TP,TN,FP,FN,0: precision,0: recall,0: f1_score,0: support,1: precision,1: recall,1: f1_score,1: support,macro-avg: precision,macro-avg: recall,macro-avg: f1_score,macro-avg: support,weighted-avg: precision,weighted-avg: recall,weighted-avg: f1_score,weighted-avg: support,accuracy,balanced_accuracy,success_rate,duration,iteration,Specificity
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_1.75_1_0_0.72667,0.9737437552916013,0.9788434606565466,0.9515235896294648,0.5027909278869629,0.9255555555555556,0.920952380952381,0.9180094786729858,0.9241412213740458,0.9210651450309082,431,402,25,42,0.9054054054054054,0.9414519906323185,0.9230769230769231,427,0.9451754385964912,0.9112050739957717,0.9278794402583422,473,0.9252904220009484,0.9263285323140451,0.9254781816676327,900,0.9263067672936093,0.9255555555555556,0.925600912662269,900,0.9255555555555556,0.9263285323140451,0,0.111,16.0,0.9414519906323185
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_1.75_2_0.1_0.93083,0.9022037817310407,0.912424852335065,0.8813328511553725,0.42639943957328796,0.8311111111111111,0.8369047619047619,0.8240698208543867,0.8559160305343512,0.8396910835478586,398,350,77,75,0.8235294117647058,0.819672131147541,0.8215962441314554,427,0.8378947368421052,0.8414376321353065,0.839662447257384,473,0.8307120743034055,0.8305548816414238,0.8306293456944197,900,0.8310791881664947,0.8311111111111111,0.8310910375520822,900,0.8311111111111111,0.8305548816414238,0,0.171,18.0,0.819672131147541
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_1.75_2_0.25_0.965,0.9090512994439797,0.9061899090790353,0.8839355347494883,0.5413525700569153,0.83,0.8269047619047619,0.844489179667841,0.8005725190839694,0.8219446485427383,384,363,64,89,0.8030973451327433,0.8501170960187353,0.825938566552901,427,0.8571428571428571,0.8118393234672304,0.8338762214983714,473,0.8301201011378002,0.8309782097429829,0.8299073940256362,900,0.8315012642225031,0.83,0.830110245207576,900,0.83,0.8309782097429829,0,0.104,17.0,0.8501170960187353
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_1.75_2_0.5_0.9335,0.9037436067554254,0.9067518158796042,0.8800066004603029,0.4393306374549866,0.8311111111111111,0.8254761904761905,0.8118993135011442,0.8463740458015268,0.8287783228217706,405,343,84,68,0.8345498783454988,0.8032786885245902,0.8186157517899761,427,0.8282208588957055,0.8562367864693446,0.841995841995842,473,0.8313853686206021,0.8297577374969674,0.8303057968929091,900,0.8312236270124408,0.8311111111111111,0.830903288087059,900,0.8311111111111111,0.8297577374969674,0,0.145,19.0,0.8032786885245902
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_1.75_2_0_0.90533,0.9073480846260107,0.9141253120192725,0.8895732749289521,0.3886672854423523,0.84,0.829047619047619,0.8169273229070837,0.8473282442748091,0.8318501170960187,394,362,65,79,0.8208616780045351,0.8477751756440282,0.8341013824884793,427,0.8583877995642701,0.8329809725158562,0.8454935622317598,473,0.8396247387844027,0.8403780740799422,0.8397974723601196,900,0.840583739668707,0.84,0.8400886058424478,900,0.84,0.8403780740799422,0,0.126,17.0,0.8477751756440282
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_0.25_0.1_0,1.0,1.0,1.0,0.9996417760848999,1.0,0.9995238095238095,1.0,0.9990458015267175,0.9995226730310262,473,427,0,0,1.0,1.0,1.0,427,1.0,1.0,1.0,473,1.0,1.0,1.0,900,1.0,1.0,1.0,900,1.0,1.0,1,0.178,15.0,1.0
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_0.25_0.25_0,1.0,1.0,1.0,0.9997641444206238,1.0,0.9954761904761905,1.0,0.9909351145038168,0.9954469206805655,473,427,0,0,1.0,1.0,1.0,427,1.0,1.0,1.0,473,1.0,1.0,1.0,900,1.0,1.0,1.0,900,1.0,1.0,1,0.167,15.0,1.0
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_0.25_0.5_0,1.0,1.0,1.0,0.9440464377403259,1.0,0.9997619047619047,1.0,0.9995229007633588,0.9997613934621808,473,427,0,0,1.0,1.0,1.0,427,1.0,1.0,1.0,473,1.0,1.0,1.0,900,1.0,1.0,1.0,900,1.0,1.0,1,0.115,17.0,1.0
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_0.25_0_0,1.0,1.0,1.0,0.9993316531181335,1.0,0.9995238095238095,1.0,0.9990458015267175,0.9995226730310262,473,427,0,0,1.0,1.0,1.0,427,1.0,1.0,1.0,473,1.0,1.0,1.0,900,1.0,1.0,1.0,900,1.0,1.0,1,0.134,16.0,1.0
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_0.5_0.1_0.05117,0.9999108782944086,0.9999374147389197,0.9984413906506929,0.7924520373344421,0.9977777777777778,0.9961904761904762,0.9995196926032661,0.9928435114503816,0.9961704164672092,472,426,1,1,0.9976580796252927,0.9976580796252927,0.9976580796252927,427,0.9978858350951374,0.9978858350951374,0.9978858350951374,473,0.9977719573602151,0.9977719573602151,0.9977719573602151,900,0.9977777777777778,0.9977777777777778,0.9977777777777778,900,0.9977777777777778,0.9977719573602151,1,0.101,17.0,0.9976580796252927
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_0.5_0.25_0.12417,0.9998514638240144,0.9997603165907177,0.9974338481841074,0.6669710278511047,0.9955555555555555,0.995,0.9956999522216914,0.9942748091603053,0.994986870374791,470,426,1,3,0.993006993006993,0.9976580796252927,0.9953271028037383,427,0.9978768577494692,0.9936575052854123,0.9957627118644068,473,0.9954419253782312,0.9956577924553525,0.9955449073340725,900,0.9955663774772056,0.9955555555555555,0.995556039565623,900,0.9955555555555555,0.9956577924553525,1,0.132,17.0,0.9976580796252927
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_0.5_0.5_0.0125,0.9999356343237396,0.9999090699648796,0.997993892412497,0.870006263256073,0.9955555555555555,0.9928571428571429,0.9990338164251208,0.9866412213740458,0.9927988478156504,469,427,0,4,0.9907192575406032,1.0,0.9953379953379953,427,1.0,0.9915433403805497,0.9957537154989385,473,0.9953596287703016,0.9957716701902748,0.9955458554184669,900,0.9955968032998196,0.9955555555555555,0.9955564793781355,900,0.9955555555555555,0.9957716701902748,1,0.118,16.0,1.0
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_0.5_0_0.01667,1.0,0.9999573694598439,1.0,0.7790735960006714,1.0,0.9959523809523809,0.9995194617972128,0.9923664122137404,0.9959300933684463,473,427,0,0,1.0,1.0,1.0,427,1.0,1.0,1.0,473,1.0,1.0,1.0,900,1.0,1.0,1.0,900,1.0,1.0,1,0.093,16.0,1.0
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_0.75_0.1_0.3145,0.9969847156274911,0.9977410348881084,0.9896183580734018,0.5983492732048035,0.9844444444444445,0.979047619047619,0.9799235181644359,0.9780534351145038,0.9789875835721108,465,421,6,8,0.9813519813519813,0.9859484777517564,0.983644859813084,427,0.9872611464968153,0.9830866807610994,0.9851694915254238,473,0.9843065639243983,0.9845175792564279,0.9844071756692538,900,0.984457575922544,0.9844444444444445,0.9844461384796803,900,0.9844444444444445,0.9845175792564279,0,0.122,18.0,0.9859484777517564
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_0.75_0.25_0.28533,0.9974105193319833,0.9971968152265404,0.9860115793054847,0.480825275182724,0.9766666666666667,0.9754761904761905,0.9788563190773667,0.9718511450381679,0.9753411539382332,458,421,6,15,0.9655963302752294,0.9859484777517564,0.9756662804171495,427,0.9870689655172413,0.9682875264270613,0.9775880469583778,473,0.9763326478962353,0.9771180020894088,0.9766271636877637,900,0.9768813930190867,0.9766666666666667,0.9766762754993727,900,0.9766666666666667,0.9771180020894088,0,0.14,19.0,0.9859484777517564
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_0.75_0.5_0.28083,0.9967866673928436,0.9975963631614082,0.9839492498289263,0.8080730438232422,0.9722222222222222,0.9759523809523809,0.9892103972535556,0.9623091603053435,0.9755743651753325,454,421,6,19,0.9568181818181818,0.9859484777517564,0.9711649365628604,427,0.9869565217391304,0.959830866807611,0.9732047159699891,473,0.9718873517786562,0.9728896722796837,0.9721848262664248,900,0.9726575537988581,0.9722222222222222,0.9722369539623847,900,0.9722222222222222,0.9728896722796837,0,0.124,18.0,0.9859484777517564
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_0.75_0_0.27467,0.9963212540414217,0.9982392226366354,0.9834335143500671,0.7106821537017822,0.9711111111111111,0.9766666666666667,0.988747553816047,0.9642175572519084,0.9763285024154589,453,421,6,20,0.9546485260770975,0.9859484777517564,0.9700460829493087,427,0.9869281045751634,0.9577167019027484,0.9721030042918455,473,0.9707883153261305,0.9718325898272524,0.9710745436205771,900,0.9716132378877477,0.9711111111111111,0.9711271093882197,900,0.9711111111111111,0.9718325898272524,0,0.146,19.0,0.9859484777517564
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_1.25_0.1_0.78433,0.9730802937055321,0.9743675940774388,0.9363954064831508,0.3127128779888153,0.9133333333333333,0.9116666666666666,0.8872923215087561,0.9427480916030534,0.914179967615082,442,380,47,31,0.9245742092457421,0.8899297423887588,0.9069212410501194,427,0.9038854805725971,0.9344608879492601,0.918918918918919,473,0.9142298449091696,0.9121953151690094,0.9129200799845192,900,0.9137011329541892,0.9133333333333333,0.9132266873078329,900,0.9133333333333333,0.9121953151690094,0,0.094,17.0,0.8899297423887588
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_1.25_0.25_0.75167,0.9836016061711831,0.971260213188982,0.9593615022066283,0.5224128365516663,0.9411111111111111,0.9092857142857143,0.9031499764927128,0.9165076335877863,0.9097797774094246,445,402,25,28,0.9348837209302325,0.9414519906323185,0.9381563593932322,427,0.9468085106382979,0.9408033826638478,0.943796394485684,473,0.9408461157842651,0.9411276866480831,0.9409763769394581,900,0.941150860410138,0.9411111111111111,0.9411205111695985,900,0.9411111111111111,0.9411276866480831,0,0.097,16.0,0.9414519906323185
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_1.25_0.5_0.79517,0.9765263329883993,0.9777201005717934,0.9435463255989041,0.4354757070541382,0.9222222222222223,0.9247619047619048,0.9135687732342007,0.9379770992366412,0.9256120527306967,443,387,40,30,0.9280575539568345,0.9063231850117096,0.9170616113744077,427,0.917184265010352,0.9365750528541226,0.9267782426778243,473,0.9226209094835933,0.9214491189329161,0.921919927026116,900,0.9223430365438497,0.9222222222222223,0.9221682409372033,900,0.9222222222222223,0.9214491189329161,0,0.205,30.0,0.9063231850117096
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_1.25_0_0.68133,0.975912383460992,0.97565546723072,0.9458516134534503,0.5319766402244568,0.9222222222222223,0.9154761904761904,0.9155131264916467,0.9150763358778626,0.9152946790742067,437,393,34,36,0.916083916083916,0.9203747072599532,0.9182242990654206,427,0.9278131634819533,0.9238900634249472,0.9258474576271187,473,0.9219485397829347,0.9221323853424501,0.9220358783462697,900,0.92224828721644,0.9222222222222223,0.9222306923984019,900,0.9222222222222223,0.9221323853424501,0,0.098,17.0,0.9203747072599532
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_1.5_0.1_0.85533,0.9613558382143972,0.9653631396395089,0.9414161818490455,0.7284694910049438,0.8955555555555555,0.883095238095238,0.9436152570480929,0.8144083969465649,0.8742637644046095,395,411,16,78,0.8404907975460123,0.9625292740046838,0.8973799126637554,427,0.9610705596107056,0.8350951374207188,0.8936651583710408,473,0.900780678578359,0.8988122057127013,0.8955225355173981,900,0.9038621613866789,0.8955555555555555,0.8954276029076954,900,0.8955555555555555,0.8988122057127013,0,0.159,24.0,0.9625292740046838
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_1.5_0.25_0.84817,0.9641730743522585,0.960887839955882,0.9286575352098978,0.39403727650642395,0.8977777777777778,0.8938095238095238,0.8794848206071757,0.9122137404580153,0.8955503512880563,426,382,45,47,0.8904428904428905,0.8946135831381733,0.8925233644859814,427,0.9044585987261147,0.9006342494714588,0.902542372881356,473,0.8974507445845026,0.8976239163048161,0.8975328686836687,900,0.8978089237961849,0.8977777777777778,0.8977889100093281,900,0.8977777777777778,0.8976239163048161,0,0.169,30.0,0.8946135831381733
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_1.5_0.5_0.71583,0.9658812403760937,0.9580320472818042,0.9347062638518655,0.4420841634273529,0.9033333333333333,0.8807142857142857,0.8957816377171216,0.8611641221374046,0.878131841401119,423,390,37,50,0.8863636363636364,0.9133489461358314,0.8996539792387543,427,0.9195652173913044,0.8942917547568711,0.9067524115755627,473,0.9029644268774704,0.9038203504463512,0.9032031954071585,900,0.9038129117259552,0.9033333333333333,0.9033845997890992,900,0.9033333333333333,0.9038203504463512,0,0.13,18.0,0.9133489461358314
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_1.5_0_0.79733,0.9531665437117212,0.9607782023698951,0.9255313391656157,0.5201454162597656,0.8933333333333333,0.8892857142857142,0.8784222737819025,0.9031488549618321,0.8906139731827806,424,380,47,49,0.8857808857808858,0.8899297423887588,0.8878504672897197,427,0.9002123142250531,0.8964059196617337,0.8983050847457626,473,0.8929966000029694,0.8931678310252462,0.8930777760177412,900,0.8933654031743203,0.8933333333333333,0.8933449495749511,900,0.8933333333333333,0.8931678310252462,0,0.124,19.0,0.8899297423887588
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_1.75_0.1_0.90083,0.9536072010338118,0.950862973652512,0.9330643645759925,0.5582006573677063,0.8933333333333333,0.8773809523809524,0.9047619047619048,0.8430343511450382,0.8728081007656212,406,398,29,67,0.8559139784946237,0.9320843091334895,0.8923766816143498,427,0.9333333333333333,0.8583509513742071,0.8942731277533039,473,0.8946236559139785,0.8952176302538484,0.8933249046838269,900,0.8966021505376345,0.8933333333333333,0.893373369418489,900,0.8933333333333333,0.8952176302538484,0,0.173,23.0,0.9320843091334895
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_1.75_0.25_0.90817,0.9552113917344569,0.9512828164455926,0.9305719618578716,0.5649268627166748,0.8922222222222222,0.8802380952380953,0.9053435114503817,0.8487595419847328,0.8761388820487565,409,394,33,64,0.8602620087336245,0.9227166276346604,0.8903954802259887,427,0.9253393665158371,0.864693446088795,0.8939890710382513,473,0.8928006876247307,0.8937050368617276,0.89219227563212,900,0.8944637756569429,0.8922222222222222,0.8922841118417667,900,0.8922222222222222,0.8937050368617276,0,0.146,17.0,0.9227166276346604
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_1.75_0.5_0.84883,0.9366493209421154,0.9435580718660205,0.9108158295929483,0.4861436188220978,0.8666666666666667,0.8607142857142858,0.8806045340050378,0.833969465648855,0.8566527811810832,400,380,47,73,0.8388520971302428,0.8899297423887588,0.8636363636363636,427,0.8948545861297539,0.8456659619450317,0.8695652173913043,473,0.8668533416299984,0.8677978521668952,0.866600790513834,900,0.8682845163488746,0.8666666666666667,0.8667523056653491,900,0.8666666666666667,0.8677978521668952,0,0.103,18.0,0.8899297423887588
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_1.75_0_0.95333,0.9546519054715776,0.9506741974574058,0.9181980334367117,0.3213038146495819,0.8877777777777778,0.8757142857142857,0.8519677996422182,0.9088740458015268,0.8795013850415513,433,366,61,40,0.9014778325123153,0.8571428571428571,0.8787515006002401,427,0.8765182186234818,0.9154334038054969,0.8955532574974147,473,0.8889980255678985,0.886288130474177,0.8871523790488274,900,0.8883601687685172,0.8877777777777778,0.887581757280644,900,0.8877777777777778,0.886288130474177,0,0.129,18.0,0.8571428571428571
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_1_0.1_0.74183,0.9855820885176585,0.9887963312338548,0.9681485228570765,0.5756372213363647,0.9522222222222222,0.9507142857142857,0.9578284052350945,0.9427480916030534,0.9502284202933396,448,409,18,25,0.9423963133640553,0.9578454332552693,0.9500580720092916,427,0.9613733905579399,0.9471458773784355,0.954206602768903,473,0.9518848519609976,0.9524956553168524,0.9521323373890973,900,0.952369821711508,0.9522222222222222,0.9522383553973984,900,0.9522222222222222,0.9524956553168524,0,0.092,16.0,0.9578454332552693
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_1_0.25_0.56917,0.9862851597506573,0.9894503018605056,0.9691791897605851,0.7495822310447693,0.9455555555555556,0.939047619047619,0.9693877551020408,0.9064885496183206,0.9368836291913215,434,417,10,39,0.9144736842105263,0.9765807962529274,0.9445073612684032,427,0.9774774774774775,0.9175475687103594,0.9465648854961831,473,0.9459755808440019,0.9470641824816434,0.9455361233822932,900,0.9475856777830463,0.9455555555555556,0.9455887045570031,900,0.9455555555555556,0.9470641824816434,0,0.11,17.0,0.9765807962529274
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_1_0.5_0.6055,0.9842254581103228,0.985121261210925,0.960673039734988,0.5187506675720215,0.94,0.9361904761904762,0.9436893203883495,0.9274809160305344,0.9355149181905679,440,406,21,33,0.9248291571753986,0.9508196721311475,0.9376443418013856,427,0.9544468546637744,0.9302325581395349,0.9421841541755889,473,0.9396380059195866,0.9405261151353412,0.9399142479884872,900,0.9403949026331783,0.94,0.9400302654158279,900,0.94,0.9405261151353412,0,0.183,29.0,0.9508196721311475
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_1_0_0.4995,0.9921028266434289,0.9893956531361565,0.9713442677882108,0.4458189904689789,0.9577777777777777,0.9504761904761905,0.9448633364750235,0.9565839694656488,0.950687529634898,452,410,17,21,0.951276102088167,0.9601873536299765,0.9557109557109557,427,0.9637526652452025,0.9556025369978859,0.9596602972399151,473,0.9575143836666848,0.9578949453139312,0.9576856264754354,900,0.9578332291695867,0.9577777777777777,0.9577865540922865,900,0.9577777777777777,0.9578949453139312,0,0.094,16.0,0.9601873536299765
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_2_0.1_0.91317,0.9302622653747321,0.9338367214030708,0.9041769176917691,0.3987186849117279,0.8688888888888889,0.8554761904761905,0.8419843821773082,0.8745229007633588,0.8579452375380295,430,352,75,43,0.8911392405063291,0.8243559718969555,0.856447688564477,427,0.8514851485148515,0.9090909090909091,0.8793456032719836,473,0.8713121945105903,0.8667234404939324,0.8678966459182302,900,0.870298812159697,0.8688888888888889,0.8684818148496445,900,0.8688888888888889,0.8667234404939324,0,0.141,17.0,0.8243559718969555
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_2_0.25_0.8925,0.9337726703338598,0.9373873011784168,0.9041055944697252,0.4178382456302643,0.8644444444444445,0.8633333333333333,0.8549440298507462,0.8745229007633588,0.864622641509434,415,363,64,58,0.8622327790973872,0.8501170960187353,0.8561320754716981,427,0.8663883089770354,0.8773784355179705,0.8718487394957983,473,0.8643105440372113,0.8637477657683529,0.8639904074837482,900,0.8644167409119135,0.8644444444444445,0.8643920555643642,900,0.8644444444444445,0.8637477657683529,0,0.086,17.0,0.8501170960187353
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_2_0.5_0.84667,0.9506364775140985,0.9374546483615359,0.9161265978746342,0.4656929075717926,0.8755555555555555,0.8635714285714285,0.8687651331719128,0.8559160305343512,0.8622927180966115,407,381,46,66,0.8523489932885906,0.892271662763466,0.8718535469107551,427,0.8984547461368654,0.8604651162790697,0.8790496760259179,473,0.8754018697127279,0.8763683895212679,0.8754516114683365,900,0.8765801278410729,0.8755555555555555,0.875635512545724,900,0.8755555555555555,0.8763683895212679,0,0.133,18.0,0.892271662763466
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.25_2_0_0.94867,0.94122918636834,0.9358802662322585,0.9081069623942057,0.4531305730342865,0.87,0.861904761904762,0.8606089438629876,0.8630725190839694,0.8618389709385421,417,366,61,56,0.8672985781990521,0.8571428571428571,0.862190812720848,427,0.8723849372384938,0.8816067653276956,0.8769716088328077,473,0.8698417577187729,0.8693748112352764,0.8695812107768278,900,0.8699717424497809,0.87,0.8699589422330223,900,0.87,0.8693748112352764,0,0.125,17.0,0.8571428571428571
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.75_0.25_0.1_0,1.0,1.0,1.0,0.9999237060546875,1.0,1.0,1.0,1.0,1.0,473,427,0,0,1.0,1.0,1.0,427,1.0,1.0,1.0,473,1.0,1.0,1.0,900,1.0,1.0,1.0,900,1.0,1.0,1,0.213,16.0,1.0
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.75_0.25_0.25_0,1.0,1.0,1.0,0.999860405921936,1.0,0.9985714285714286,1.0,0.9971374045801527,0.9985666507405637,473,427,0,0,1.0,1.0,1.0,427,1.0,1.0,1.0,473,1.0,1.0,1.0,900,1.0,1.0,1.0,900,1.0,1.0,1,0.157,15.0,1.0
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.75_0.25_0.5_0,1.0,1.0,1.0,0.9445309638977051,1.0,0.9995238095238095,1.0,0.9990458015267175,0.9995226730310262,473,427,0,0,1.0,1.0,1.0,427,1.0,1.0,1.0,473,1.0,1.0,1.0,900,1.0,1.0,1.0,900,1.0,1.0,1,0.166,16.0,1.0
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.75_0.25_0_0,1.0,1.0,1.0,0.9978693723678589,1.0,1.0,1.0,1.0,1.0,473,427,0,0,1.0,1.0,1.0,427,1.0,1.0,1.0,473,1.0,1.0,1.0,900,1.0,1.0,1.0,900,1.0,1.0,1,0.128,15.0,1.0
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.75_0.5_0.1_0.00367,0.9999851463824014,0.9999954648361536,0.9989969462062486,0.9952592253684998,0.9977777777777778,0.9966666666666667,1.0,0.9933206106870229,0.9966491144088081,471,427,0,2,0.9953379953379954,1.0,0.9976635514018692,427,1.0,0.9957716701902748,0.9978813559322034,473,0.9976689976689976,0.9978858350951374,0.9977724536670363,900,0.9977881377881378,0.9977777777777778,0.9977780197828116,900,0.9977777777777778,0.9978858350951374,1,0.097,16.0,1.0
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.75_0.5_0.25_0.00083,1.0,1.0,1.0,0.5059674382209778,1.0,0.9992857142857143,1.0,0.9985687022900763,0.9992838386249701,473,427,0,0,1.0,1.0,1.0,427,1.0,1.0,1.0,473,1.0,1.0,1.0,900,1.0,1.0,1.0,900,1.0,1.0,1,0.11,16.0,1.0
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.75_0.5_0.5_0.00033,1.0,0.9999979591762691,1.0,0.4394054710865021,1.0,0.9995238095238095,0.9990467111534795,1.0,0.9995231282784931,473,427,0,0,1.0,1.0,1.0,427,1.0,1.0,1.0,473,1.0,1.0,1.0,900,1.0,1.0,1.0,900,1.0,1.0,1,0.143,17.0,1.0
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.75_0.5_0_0.0225,0.9999059270885424,0.9999979591762691,0.9994984731031242,0.8529346585273743,0.9988888888888889,0.9990476190476191,1.0,0.9980916030534351,0.9990448901623686,472,427,0,1,0.9976635514018691,1.0,0.9988304093567251,427,1.0,0.9978858350951374,0.9989417989417989,473,0.9988317757009346,0.9989429175475687,0.998886104149262,900,0.9988914849428867,0.9988888888888889,0.9988889507719917,900,0.9988888888888889,0.9989429175475687,1,0.123,16.0,1.0
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.75_0.75_0.1_0.1605,0.999133538973417,0.9995548736684758,0.9927196308091216,0.4064922034740448,0.99,0.9897619047619047,0.9904443382704252,0.9890267175572519,0.9897350202912389,469,422,5,4,0.9906103286384976,0.9882903981264637,0.9894490035169987,427,0.989451476793249,0.9915433403805497,0.9904963041182682,473,0.9900309027158734,0.9899168692535067,0.9899726538176334,900,0.9900012876131614,0.99,0.9899994181663325,900,0.99,0.9899168692535067,1,0.122,17.0,0.9882903981264637
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.75_0.75_0.25_0.15833,0.999737586089092,0.9995426287260907,0.9942573829563737,0.3503519892692566,0.9933333333333333,0.991904761904762,0.9886255924170616,0.9952290076335878,0.9919163100332857,472,422,5,1,0.9976359338061466,0.9882903981264637,0.9929411764705881,427,0.989517819706499,0.9978858350951374,0.9936842105263157,473,0.9935768767563228,0.9930881166108005,0.993312693498452,900,0.993369413840443,0.9933333333333333,0.9933316821465428,900,0.9933333333333333,0.9930881166108005,1,0.139,16.0,0.9882903981264637
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.75_0.75_0.5_0.16833,0.9995840987072401,0.9994170046875454,0.994786419890459,0.2915246784687042,0.9933333333333333,0.9885714285714285,0.9821092278719398,0.9952290076335878,0.9886255924170616,471,423,4,2,0.9952941176470588,0.990632318501171,0.9929577464788732,427,0.991578947368421,0.9957716701902748,0.9936708860759493,473,0.9934365325077399,0.9932019943457229,0.9933143162774113,900,0.9933415892672858,0.9933333333333333,0.9933325409560032,900,0.9933333333333333,0.9932019943457229,1,0.123,18.0,0.990632318501171
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.75_0.75_0_0.1585,0.999683122824564,0.9995240345543204,0.9973887684617742,0.43686163425445557,0.9966666666666667,0.9904761904761905,0.9899904671115348,0.9909351145038168,0.9904625655698618,472,425,2,1,0.9976525821596244,0.9953161592505855,0.9964830011723328,427,0.9957805907172996,0.9978858350951374,0.996832101372756,473,0.996716586438462,0.9966009971728614,0.9966575512725444,900,0.9966687466571582,0.9966666666666667,0.9966664727221108,900,0.9966666666666667,0.9966009971728614,1,0.112,16.0,0.9953161592505855
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.75_1.25_0.1_0.69817,0.989661882151398,0.9863498370969147,0.9636705121847241,0.48111510276794434,0.9522222222222222,0.9461904761904761,0.9435483870967742,0.9489503816793893,0.9462416745956232,458,399,28,15,0.9637681159420289,0.9344262295081968,0.9488703923900119,427,0.9423868312757202,0.9682875264270613,0.9551616266944735,473,0.9530774736088745,0.951356877967629,0.9520160095422427,900,0.9525310630007356,0.9522222222222222,0.9521767855300234,900,0.9522222222222222,0.951356877967629,0,0.117,17.0,0.9344262295081968
mag_cohorts_2021_v3_Simulation_Cohort_140Z2156899_18793_3000_2.75_1.25_0.25_0.595,0.9897955647097851,0.9882137894377848,0.9728445639782222,0.489642471075058,0.9577777777777777,0.9426190476190476,0.926829268292683,0.9608778625954199,0.9435464980089014,449,413,14,24,0.9450800915331807,0.9672131147540983,0.9560185185185185,427,0.9697624190064795,0.9492600422832981,0.9594017094017095,473,0.9574212552698301,0.9582365785186981,0.9577101139601141,900,0.9580520258608144,0.9577777777777777,0.9577965732826844,900,0.9577777777777777,0.9582365785186981,0,0.12,17.0,0.9672131147540983
